group,city,count
Your Fans,Yokohama, Kanagawa, Japan,950
Your Fans,Bangkok, Thailand,715
Your Fans,Osaka, Japan,704
Your Fans,São Paulo, SP, Brazil,631
Your Fans,Rio de Janeiro, RJ, Brazil,511
Your Fans,Mexico City, Distrito Federal, Mexico,475
Your Fans,Phnom Penh, Cambodia,465
Your Fans,Sydney, NSW, Australia,458
Your Fans,Nagoya-shi, Aichi, Japan,448
Your Fans,Melbourne, VIC, Australia,445
Your Fans,Lima, Peru,399
Your Fans,Curitiba, PR, Brazil,387
Your Fans,Setagaya-ku, Tokyo, Japan,361
Your Fans,Kawasaki-shi, Kanagawa, Japan,325
Your Fans,Sapporo-shi, Hokkaido, Japan,316
Your Fans,Fukuoka-shi, Fukuoka, Japan,305
Your Fans,New York, NY,273
Your Fans,Hong Kong, Hong Kong,263
Your Fans,London, UK,245
Your Fans,Prague, Czech Republic,243
Your Fans,Saitama-shi, Saitama, Japan,241
Your Fans,Zagreb, Croatia,239
Your Fans,Perth, WA, Australia,230
Your Fans,Quezon City, Philippines,222
Your Fans,Singapore, Singapore,216
Your Fans,Kyoto-shi, Kyoto, Japan,206
Your Fans,Manila, Philippines,206
Your Fans,Ulaanbaatar, Mongolia,193
Your Fans,Shibuya-ku, Tokyo, Japan,192
Your Fans,Santiago, Chile,187
Your Fans,Brisbane, QLD, Australia,186
Your Fans,Dublin, Ireland,186
Your Fans,Auckland, New Zealand,174
Your Fans,Brno, Czech Republic,173
Your Fans,Los Angeles, CA,172
Your Fans,Yangon, Myanmar,170
Your Fans,Manaus, AM, Brazil,166
Your Fans,Chiba-shi, Chiba, Japan,162
Your Fans,Hamamatsu-shi, Shizuoka, Japan,162
Your Fans,Kobe-shi, Hyogo, Japan,160
Your Fans,Minato-ku, Tokyo, Japan,159
Your Fans,Shinjuku-ku, Tokyo, Japan,157
Your Fans,Ota-ku, Tokyo, Japan,156
Your Fans,Nerima-ku, Tokyo, Japan,152
Your Fans,Suginami-ku, Tokyo, Japan,151
Your Fans,Adachi-ku, Tokyo, Japan,148
Your Fans,Fortaleza, CE, Brazil,148
