group,city,count
Your Fans,Yokohama, Kanagawa, Japan,889
Your Fans,Bangkok, Thailand,693
Your Fans,Osaka, Japan,687
Your Fans,São Paulo, SP, Brazil,634
Your Fans,Rio de Janeiro, RJ, Brazil,522
Your Fans,Mexico City, Distrito Federal, Mexico,474
Your Fans,Phnom Penh, Cambodia,462
Your Fans,Sydney, NSW, Australia,456
Your Fans,Melbourne, VIC, Australia,447
Your Fans,Nagoya-shi, Aichi, Japan,434
Your Fans,Lima, Peru,393
Your Fans,Curitiba, PR, Brazil,390
Your Fans,Setagaya-ku, Tokyo, Japan,352
Your Fans,Kawasaki-shi, Kanagawa, Japan,333
Your Fans,Fukuoka-shi, Fukuoka, Japan,314
Your Fans,Sapporo-shi, Hokkaido, Japan,309
Your Fans,New York, NY,274
Your Fans,Hong Kong, Hong Kong,266
Your Fans,Prague, Czech Republic,258
Your Fans,Saitama-shi, Saitama, Japan,252
Your Fans,Perth, WA, Australia,240
Your Fans,London, UK,239
Your Fans,Singapore, Singapore,217
Your Fans,Zagreb, Croatia,212
Your Fans,Kyoto-shi, Kyoto, Japan,205
Your Fans,Quezon City, Philippines,201
Your Fans,Manila, Philippines,201
Your Fans,Santiago, Chile,193
Your Fans,Brisbane, QLD, Australia,192
Your Fans,Dublin, Ireland,191
Your Fans,Ulaanbaatar, Mongolia,190
Your Fans,Shibuya-ku, Tokyo, Japan,187
Your Fans,Yangon, Myanmar,183
Your Fans,Los Angeles, CA,180
Your Fans,Shinjuku-ku, Tokyo, Japan,174
Your Fans,Auckland, New Zealand,172
Your Fans,Brno, Czech Republic,171
Your Fans,Ota-ku, Tokyo, Japan,168
Your Fans,Manaus, AM, Brazil,166
Your Fans,Hamamatsu-shi, Shizuoka, Japan,163
Your Fans,Kobe-shi, Hyogo, Japan,160
Your Fans,Chiba-shi, Chiba, Japan,154
Your Fans,Minato-ku, Tokyo, Japan,151
Your Fans,Suginami-ku, Tokyo, Japan,149
Your Fans,Nerima-ku, Tokyo, Japan,146
Your Fans,Adachi-ku, Tokyo, Japan,145
Your Fans,Fortaleza, CE, Brazil,144
